source_file,has_anomaly,alarm,F1_2_dataset,Acc_dataset,WS_dataset,criticality_max,PR_AUC,ROC_AUC
44.csv,1,1,0.0,1.0,1.0,63002,,
36.csv,0,1,0.0,1.803491559659501e-05,,55445,,
55.csv,1,1,0.0,1.0,1.0,55752,,
47.csv,1,1,0.0,1.0,1.0,53992,,
94.csv,0,1,0.0,0.0,,54864,,
70.csv,1,1,0.0,1.0,1.0,56037,,
28.csv,1,1,0.0,1.0,1.0,55917,,
88.csv,0,1,0.0,0.0,,55440,,
64.csv,0,1,0.0,0.0,,54432,,
41.csv,0,1,0.0,0.0,,55665,,
