sample_idx,feature,importance,rank
55363,sensor_51_min,7.351447582244873,12
55363,sensor_52_min,6.515697002410889,13
55363,sensor_15_max,6.053615570068359,14
55363,sensor_15_avg,6.030684947967529,15
55366,sensor_49_max,18.036724090576172,1
55366,sensor_50_max,16.6419677734375,2
55366,sensor_49_avg,13.924954414367676,3
55366,sensor_52_avg,13.691161155700684,4
55366,sensor_50_avg,13.232126235961914,5
55366,sensor_52_max,13.102923393249512,6
55366,sensor_51_max,9.670268058776855,7
55366,sensor_51_avg,9.579816818237305,8
55366,sensor_186_max,8.164791107177734,9
55366,sensor_186_min,8.164587020874023,10
55366,sensor_186_avg,8.109418869018555,11
55366,sensor_51_min,7.4174580574035645,12
55366,sensor_178_std,6.588560581207275,13
55366,sensor_52_min,6.576735973358154,14
55366,sensor_179_std,6.5352864265441895,15
55368,sensor_49_max,18.04483413696289,1
55368,sensor_50_max,16.67463493347168,2
55368,sensor_49_avg,13.98381233215332,3
55368,sensor_52_avg,13.702496528625488,4
55368,sensor_50_avg,13.305853843688965,5
55368,sensor_52_max,13.091195106506348,6
55368,sensor_51_max,9.706452369689941,7
55368,sensor_51_avg,9.611832618713379,8
55368,sensor_186_max,8.323136329650879,9
55368,sensor_186_min,8.31057071685791,10
55368,sensor_186_avg,8.267483711242676,11
55368,sensor_51_min,7.496487140655518,12
55368,sensor_52_min,6.63419246673584,13
55368,sensor_15_max,6.056164741516113,14
55368,sensor_15_avg,6.031980514526367,15
55372,sensor_49_max,18.038217544555664,1
55372,sensor_50_max,16.656169891357422,2
55372,sensor_49_avg,13.947837829589844,3
55372,sensor_52_avg,13.698636054992676,4
55372,sensor_50_avg,13.261513710021973,5
55372,sensor_52_max,13.086956977844238,6
55372,sensor_51_max,9.690568923950195,7
55372,sensor_51_avg,9.604928016662598,8
55372,sensor_186_max,8.333009719848633,9
55372,sensor_186_min,8.32440185546875,10
55372,sensor_186_avg,8.27896499633789,11
55372,sensor_51_min,7.479477882385254,12
55372,sensor_52_min,6.611692905426025,13
55372,sensor_15_max,6.053377151489258,14
55372,sensor_15_avg,6.031117916107178,15
55374,sensor_49_max,18.0416316986084,1
55374,sensor_50_max,16.652956008911133,2
55374,sensor_49_avg,13.915390968322754,3
55374,sensor_52_avg,13.701887130737305,4
55374,sensor_50_avg,13.218918800354004,5
55374,sensor_52_max,13.09696102142334,6
55374,sensor_51_max,9.69192886352539,7
55374,sensor_51_avg,9.612817764282227,8
55374,sensor_186_max,8.411982536315918,9
55374,sensor_186_min,8.405056953430176,10
55374,sensor_186_avg,8.361549377441406,11
55374,sensor_51_min,7.450812816619873,12
55374,sensor_52_min,6.582401752471924,13
55374,sensor_15_max,6.049256324768066,14
55374,sensor_15_avg,6.028736591339111,15
55378,sensor_49_max,18.020204544067383,1
55378,sensor_50_max,16.63998794555664,2
55378,sensor_49_avg,13.94132137298584,3
55378,sensor_52_avg,13.693467140197754,4
55378,sensor_50_avg,13.261085510253906,5
55378,sensor_52_max,13.073010444641113,6
55378,sensor_51_max,9.677997589111328,7
55378,sensor_51_avg,9.594447135925293,8
55378,sensor_186_max,8.299132347106934,9
55378,sensor_186_min,8.286947250366211,10
55378,sensor_186_avg,8.24412727355957,11
55378,sensor_51_min,7.48295783996582,12
55378,sensor_52_min,6.607757091522217,13
55378,sensor_15_max,6.060723781585693,14
55378,sensor_15_avg,6.0385026931762695,15
55381,sensor_49_max,17.84650421142578,1
55381,sensor_50_max,16.631391525268555,2
55381,sensor_49_avg,13.851120948791504,3
55381,sensor_52_avg,13.592316627502441,4
55381,sensor_50_avg,13.288188934326172,5
55381,sensor_52_max,12.900699615478516,6
55381,sensor_186_min,12.539332389831543,7
55381,sensor_186_max,12.511168479919434,8
55381,sensor_186_avg,12.509380340576172,9
55381,sensor_51_max,9.858343124389648,10
55381,sensor_51_avg,9.824110984802246,11
